node_id,day,tilt_deg,displacement_mm,strain_microstrain,vibration_mms,risk_score_reference,status_reference
Node04,195,24.34,39.145,197.78,8.631,100.0,CRITICAL
Node04,196,26.73,34.668,236.88,8.276,100.0,CRITICAL
Node04,197,19.042,27.197,285.69,4.507,100.0,CRITICAL
Node04,198,24.482,39.674,231.58,8.753,100.0,CRITICAL
Node04,199,29.957,33.231,233.12,6.096,100.0,CRITICAL
Node04,200,25.831,41.003,300.8,8.483,100.0,CRITICAL
Node04,201,27.352,43.309,335.38,10.334,100.0,CRITICAL
Node04,202,27.609,32.841,247.5,8.963,100.0,CRITICAL
Node04,203,31.992,48.326,241.83,5.226,100.0,CRITICAL
Node04,204,30.685,48.498,355.17,10.275,100.0,CRITICAL
Node04,205,20.888,46.766,357.79,9.452,100.0,CRITICAL
Node04,206,23.337,42.832,327.16,11.383,100.0,CRITICAL
Node04,207,36.318,50.562,303.62,4.497,100.0,CRITICAL
Node04,208,24.904,48.945,279.33,10.757,100.0,CRITICAL
Node04,209,29.211,42.028,429.3,8.799,100.0,CRITICAL
Node04,210,40.336,40.885,433.15,10.455,100.0,CRITICAL
Node04,211,30.562,44.687,369.88,12.101,100.0,CRITICAL
Node04,212,34.089,46.374,431.02,8.322,100.0,CRITICAL
Node04,213,41.371,60.269,441.93,14.115,100.0,CRITICAL
Node04,214,42.737,41.059,436.19,6.982,100.0,CRITICAL
Node04,215,42.496,56.659,344.56,11.555,100.0,CRITICAL
Node04,216,43.273,62.148,362.64,22.787,100.0,CRITICAL
Node04,217,34.795,42.713,392.6,9.025,100.0,CRITICAL
Node04,218,46.207,69.299,374.7,11.311,100.0,CRITICAL
Node04,219,30.105,65.848,485.27,7.624,100.0,CRITICAL
Node04,220,45.033,68.126,485.42,14.863,100.0,CRITICAL
Node04,221,37.638,70.967,381.41,9.665,100.0,CRITICAL
Node04,222,40.007,75.493,370.67,13.899,100.0,CRITICAL
Node04,223,35.104,77.63,471.54,9.621,100.0,CRITICAL
Node04,224,35.326,79.792,449.42,10.489,100.0,CRITICAL
Node04,225,40.322,80.403,550.2,19.815,100.0,CRITICAL
Node04,226,52.131,62.129,572.42,12.641,100.0,CRITICAL
Node04,227,56.101,78.676,611.01,15.893,100.0,CRITICAL
Node04,228,36.77,70.092,650.23,11.685,100.0,CRITICAL
Node04,229,47.867,75.9,544.32,25.057,100.0,CRITICAL
Node04,230,49.589,88.539,457.44,26.279,100.0,CRITICAL
Node04,231,58.751,85.94,615.66,11.579,100.0,CRITICAL
Node04,232,43.866,89.96,557.4,17.467,100.0,CRITICAL
Node04,233,48.029,96.974,639.38,24.297,100.0,CRITICAL
Node04,234,62.75,68.946,726.28,9.207,100.0,CRITICAL
Node04,235,49.888,77.789,609.69,21.551,100.0,CRITICAL
Node04,236,54.79,108.4,626.88,18.924,100.0,CRITICAL
Node04,237,69.273,102.428,725.54,22.628,100.0,CRITICAL
Node04,238,58.712,96.266,533.87,13.943,100.0,CRITICAL
Node04,239,62.378,91.614,746.18,19.98,100.0,CRITICAL
Node04,240,78.532,115.735,784.77,12.712,100.0,CRITICAL
Node04,241,53.232,90.184,841.21,21.688,100.0,CRITICAL
Node04,242,50.353,77.776,653.85,18.903,100.0,CRITICAL
Node04,243,54.439,99.988,701.58,24.139,100.0,CRITICAL
Node04,244,57.764,123.063,604.32,13.245,100.0,CRITICAL
Node04,245,87.423,117.197,651.36,36.161,100.0,CRITICAL
Node04,246,64.579,88.89,707.3,14.281,100.0,CRITICAL
Node04,247,75.499,89.854,736.75,43.467,100.0,CRITICAL
Node04,248,59.627,127.786,915.97,17.095,100.0,CRITICAL
Node04,249,69.977,90.94,961.98,14.561,100.0,CRITICAL
Node04,250,77.63,140.873,714.77,29.027,100.0,CRITICAL
Node04,251,105.938,94.044,930.3,31.819,100.0,CRITICAL
Node04,252,76.298,145.697,821.73,13.249,100.0,CRITICAL
Node04,253,100.24,115.705,939.55,49.894,100.0,CRITICAL
Node04,254,93.533,101.252,1106.93,25.676,100.0,CRITICAL
Node04,255,112.904,145.163,1200.86,19.618,100.0,CRITICAL
Node04,256,106.539,149.038,978.9,34.267,100.0,CRITICAL
Node04,257,79.357,176.663,956.4,32.158,100.0,CRITICAL
Node04,258,96.266,113.772,1235.76,32.426,100.0,CRITICAL
Node04,259,89.732,153.55,899.24,40.545,100.0,CRITICAL
Node04,260,77.638,188.467,1231.26,53.65,100.0,CRITICAL
Node04,261,134.247,124.609,1031.07,17.566,100.0,CRITICAL
Node04,262,119.126,132.348,986.75,18.276,100.0,CRITICAL
Node04,263,115.979,140.491,1412.14,42.702,100.0,CRITICAL
Node04,264,132.315,141.475,1102.74,43.75,100.0,CRITICAL
Node04,265,129.993,181.065,1480.91,32.819,100.0,CRITICAL
Node04,266,104.36,212.044,1050.11,51.451,100.0,CRITICAL
Node04,267,141.116,219.696,1158.1,26.053,100.0,CRITICAL
Node04,268,122.041,184.177,1218.2,46.931,100.0,CRITICAL
Node04,269,96.076,205.231,1148.49,46.736,100.0,CRITICAL
Node04,270,139.97,145.832,1388.06,49.835,100.0,CRITICAL
Node04,271,165.209,212.486,1590.27,30.189,100.0,CRITICAL
Node04,272,154.333,179.36,1258.54,59.205,100.0,CRITICAL
Node04,273,164.994,172.869,1269.49,39.515,100.0,CRITICAL
Node04,274,181.976,158.79,1349.53,67.762,100.0,CRITICAL
Node04,275,131.57,227.481,1988.04,64.651,100.0,CRITICAL
Node04,276,169.337,176.343,1704.29,43.595,100.0,CRITICAL
Node04,277,179.229,252.491,1530.29,52.396,100.0,CRITICAL
Node04,278,158.214,199.688,1853.99,37.76,100.0,CRITICAL
Node04,279,143.718,280.672,1838.64,83.974,100.0,CRITICAL
Node04,280,144.505,212.109,1558.21,62.53,100.0,CRITICAL
Node04,281,169.544,262.352,1445.14,83.976,100.0,CRITICAL
Node04,282,203.461,264.048,1558.13,47.983,100.0,CRITICAL
Node04,283,184.758,280.526,2215.88,81.293,100.0,CRITICAL
Node04,284,167.06,262.584,2291.06,72.536,100.0,CRITICAL
Node04,285,181.712,224.128,2440.89,60.501,100.0,CRITICAL
Node04,286,208.565,273.809,2416.18,49.434,100.0,CRITICAL
Node04,287,159.879,329.912,2270.72,41.163,100.0,CRITICAL
Node04,288,160.45,227.059,1752.36,52.066,100.0,CRITICAL
Node04,289,163.623,250.453,2426.01,54.745,100.0,CRITICAL
Node04,290,244.972,328.659,1777.33,69.428,100.0,CRITICAL
Node04,291,246.42,236.439,2587.18,87.841,100.0,CRITICAL
Node04,292,177.994,300.997,2339.14,69.119,100.0,CRITICAL
Node04,293,236.822,362.489,2556.32,76.928,100.0,CRITICAL
Node04,294,212.217,345.09,2997.24,94.975,100.0,CRITICAL
Node04,295,220.855,253.857,2338.24,78.178,100.0,CRITICAL
Node04,296,240.546,405.605,2759.2,51.069,100.0,CRITICAL
Node04,297,282.116,378.01,2636.02,103.902,100.0,CRITICAL
Node04,298,221.197,321.499,3057.68,152.719,100.0,CRITICAL
Node04,299,215.805,346.495,2488.61,45.418,100.0,CRITICAL
Node04,300,311.792,421.015,2847.73,80.437,100.0,CRITICAL
Node04,301,207.815,410.287,3283.26,101.145,100.0,CRITICAL
Node04,302,202.908,349.638,2506.77,72.646,100.0,CRITICAL
Node04,303,279.375,352.991,2732.85,135.128,100.0,CRITICAL
Node04,304,324.807,475.921,3523.42,116.452,100.0,CRITICAL
Node04,305,277.058,384.188,2956.48,62.502,100.0,CRITICAL
Node04,306,214.387,429.246,3432.92,57.681,100.0,CRITICAL
Node04,307,344.498,455.892,3029.07,116.285,100.0,CRITICAL
Node04,308,263.051,369.469,3396.57,130.939,100.0,CRITICAL
Node04,309,330.948,557.429,3077.29,120.36,100.0,CRITICAL
Node04,310,404.042,515.733,2930.9,119.588,100.0,CRITICAL
Node04,311,334.965,586.826,3401.92,155.235,100.0,CRITICAL
Node04,312,401.589,438.348,3237.01,54.851,100.0,CRITICAL
Node04,313,383.802,506.505,4322.62,126.614,100.0,CRITICAL
Node04,314,256.538,567.877,4163.64,115.486,100.0,CRITICAL
Node04,315,455.204,466.449,3695.61,119.215,100.0,CRITICAL
Node04,316,412.564,493.474,3725.03,98.705,100.0,CRITICAL
Node04,317,284.092,419.8,3130.81,70.277,100.0,CRITICAL
Node04,318,475.976,600.716,3859.02,147.282,100.0,CRITICAL
Node04,319,442.693,573.661,3477.52,206.708,100.0,CRITICAL
Node04,320,492.645,673.037,5288.61,189.784,100.0,CRITICAL
Node04,321,429.291,479.555,3475.07,98.958,100.0,CRITICAL
Node04,322,488.253,740.384,3577.97,111.77,100.0,CRITICAL
Node04,323,317.141,515.046,5547.19,141.774,100.0,CRITICAL
Node04,324,394.162,620.105,4270.64,150.329,100.0,CRITICAL
Node04,325,375.845,601.065,4543.3,149.141,100.0,CRITICAL
Node04,326,568.518,589.414,3944.31,167.236,100.0,CRITICAL
Node04,327,417.014,770.705,4111.55,239.025,100.0,CRITICAL
Node04,328,375.5,710.926,5475.25,200.008,100.0,CRITICAL
Node04,329,617.638,839.84,6599.84,92.107,100.0,CRITICAL
Node04,330,517.673,713.619,4991.66,129.722,100.0,CRITICAL
Node04,331,446.627,891.259,6369.03,222.971,100.0,CRITICAL
Node04,332,641.685,849.721,4824.26,125.542,100.0,CRITICAL
Node04,333,663.799,884.004,6653.07,129.426,100.0,CRITICAL
Node04,334,511.308,847.642,6982.3,84.014,100.0,CRITICAL
Node04,335,459.417,648.226,5097.74,261.389,100.0,CRITICAL
Node04,336,649.579,880.008,6636.38,199.98,100.0,CRITICAL
Node04,337,704.642,780.675,5498.67,256.328,100.0,CRITICAL
Node04,338,437.977,718.541,7538.31,230.234,100.0,CRITICAL
Node04,339,612.735,791.969,7122.03,321.308,100.0,CRITICAL
Node04,340,496.894,814.623,5765.13,165.902,100.0,CRITICAL
Node04,341,708.465,1120.616,6844.52,299.623,100.0,CRITICAL
Node04,342,762.53,951.3,5385.18,130.68,100.0,CRITICAL
Node04,343,818.51,1134.049,7334.01,88.023,100.0,CRITICAL
Node04,344,819.555,1052.845,7016.86,202.395,100.0,CRITICAL
Node04,345,712.094,989.457,8458.27,348.576,100.0,CRITICAL
Node04,346,840.978,999.702,9497.72,385.597,100.0,CRITICAL
Node04,347,752.425,1031.622,9014.44,403.149,100.0,CRITICAL
Node04,348,650.23,1253.883,8049.56,107.693,100.0,CRITICAL
Node04,349,675.532,1011.421,6423.82,176.64,100.0,CRITICAL
Node04,350,776.201,1240.927,9868.35,322.106,100.0,CRITICAL
Node04,351,771.135,970.901,7118.46,320.019,100.0,CRITICAL
Node04,352,714.636,1124.5,10808.4,151.499,100.0,CRITICAL
Node04,353,856.148,1243.239,9417.16,131.748,100.0,CRITICAL
Node04,354,894.494,1251.59,7163.13,274.637,100.0,CRITICAL
Node04,355,764.359,1391.984,9264.26,217.344,100.0,CRITICAL
Node04,356,852.521,1252.654,8458.6,426.812,100.0,CRITICAL
Node04,357,736.051,1080.049,8793.89,161.024,100.0,CRITICAL
Node04,358,708.13,1372.587,11859.52,517.293,100.0,CRITICAL
Node04,359,1165.008,1449.363,10782.09,383.467,100.0,CRITICAL
Node04,360,849.694,1456.706,12049.68,139.122,100.0,CRITICAL
Node04,361,1131.492,1317.813,9655.17,188.132,100.0,CRITICAL
Node04,362,935.508,1641.746,9081.48,483.799,100.0,CRITICAL
Node04,363,766.341,1162.351,11024.66,515.471,100.0,CRITICAL
Node04,364,1211.283,1302.79,10254.08,174.973,100.0,CRITICAL
Node04,365,1083.864,1920.227,9192.22,493.196,100.0,CRITICAL
